,text,location,entities
804,"Hum, pourquoi pas, mais:
Et si la place au second tour de Zemmour avait été volée par l'état profond au profit de M… https://t.co/3E1w74YTYg",France,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3E1w74YTYg', 'expanded_url': 'https://twitter.com/i/web/status/1519008676958330880', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
805,@macron_mini Oui oui😂😂😂😂😂,"Abidjan,Riviera Genie 2000","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'macron_mini', 'name': 'Wenger', 'id': 1240641548594950144, 'id_str': '1240641548594950144', 'indices': [0, 12]}], 'urls': []}"
806,Tout le système est truc et comment se fait-il que le dimanche soir Marine le Pen devance Macron de 2200000 voix à… https://t.co/jWHpXYIVi3,France,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jWHpXYIVi3', 'expanded_url': 'https://twitter.com/i/web/status/1519008668037128192', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
807,MLP a trancher !! Il n’y auras pas d’alliance avec Éric ZEMMOUR et #Reconquête  donc la conclusion est très simple… https://t.co/Y1FyLtGWqJ,"Calvados, Basse-Normandie","{'hashtags': [{'text': 'Reconquête', 'indices': [67, 78]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Y1FyLtGWqJ', 'expanded_url': 'https://twitter.com/i/web/status/1519008668032937984', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
808,"@Revolte_des_ID @na838 @Aurelientache @JLMelenchon Pourquoi Jadot crache sur Mélenchon
a part s'attirer les faveurs… https://t.co/zWbbQ2mL8l",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Revolte_des_ID', 'name': 'Anti-paradigmes', 'id': 1216393213961015296, 'id_str': '1216393213961015296', 'indices': [0, 15]}, {'screen_name': 'na838', 'name': 'Nk La Cendrée 🌻', 'id': 598339210, 'id_str': '598339210', 'indices': [16, 22]}, {'screen_name': 'Aurelientache', 'name': 'Aurélien Taché', 'id': 472903732, 'id_str': '472903732', 'indices': [23, 37]}, {'screen_name': 'JLMelenchon', 'name': 'Jean-Luc Mélenchon', 'id': 80820758, 'id_str': '80820758', 'indices': [38, 50]}], 'urls': [{'url': 'https://t.co/zWbbQ2mL8l', 'expanded_url': 'https://twitter.com/i/web/status/1519008662328590340', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
809,"@Clem_Autain Mélenchon est riche et que par conséquent il ne peut pas se soucier du malheur des pauvres.
Ce que je… https://t.co/LLyGE44sVA",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Clem_Autain', 'name': 'Clémentine Autain', 'id': 491343921, 'id_str': '491343921', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/LLyGE44sVA', 'expanded_url': 'https://twitter.com/i/web/status/1519008658809630720', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
810,@PsykoEl @_elonmust @rclmt @harrisint_fr @Challenges Macron le grand démocrate qui veut imposer la réforme des retr… https://t.co/xQyz42P2nd,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PsykoEl', 'name': 'Ahmed', 'id': 1131028181761318917, 'id_str': '1131028181761318917', 'indices': [0, 8]}, {'screen_name': '_elonmust', 'name': 'soul bitch 🏳️\u200d🌈🇫🇷Ⓜ️🇺🇦🌈🙏', 'id': 1515325976271536134, 'id_str': '1515325976271536134', 'indices': [9, 19]}, {'screen_name': 'rclmt', 'name': 'Rémi Clément', 'id': 299418780, 'id_str': '299418780', 'indices': [20, 26]}, {'screen_name': 'harrisint_fr', 'name': 'Harris Interactive', 'id': 349111533, 'id_str': '349111533', 'indices': [27, 40]}, {'screen_name': 'Challenges', 'name': 'Challenges', 'id': 27889439, 'id_str': '27889439', 'indices': [41, 52]}], 'urls': [{'url': 'https://t.co/xQyz42P2nd', 'expanded_url': 'https://twitter.com/i/web/status/1519008654929940480', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
811,@BFMTV @AQuatennens Macron remercie LFI 😂😂 https://t.co/XW7Y9Vx9ra,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [0, 6]}, {'screen_name': 'AQuatennens', 'name': 'Adrien Quatennens', 'id': 3023497329, 'id_str': '3023497329', 'indices': [7, 19]}], 'urls': [], 'media': [{'id': 1519008646407020544, 'id_str': '1519008646407020544', 'indices': [43, 66], 'media_url': 'http://pbs.twimg.com/media/FRSaUNvWYAAnj_6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRSaUNvWYAAnj_6.jpg', 'url': 'https://t.co/XW7Y9Vx9ra', 'display_url': 'pic.twitter.com/XW7Y9Vx9ra', 'expanded_url': 'https://twitter.com/trollavecfote/status/1519008652312600579/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 994, 'h': 751, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 994, 'h': 751, 'resize': 'fit'}, 'small': {'w': 680, 'h': 514, 'resize': 'fit'}}}]}"
812,@qant1paris @FTarlet @OliviaMohrmann @EmmanuelMacron Il vous a pas échappé qu'on est encore en France et que même s… https://t.co/VOd2UzZWR3,France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'qant1paris', 'name': 'Quentin', 'id': 450578199, 'id_str': '450578199', 'indices': [0, 11]}, {'screen_name': 'FTarlet', 'name': 'Fabien Tarlet 🧹', 'id': 1088151319712620549, 'id_str': '1088151319712620549', 'indices': [12, 20]}, {'screen_name': 'OliviaMohrmann', 'name': 'Olivia M 🇫🇷 🇺🇦 🇪🇺', 'id': 349123979, 'id_str': '349123979', 'indices': [21, 36]}, {'screen_name': 'EmmanuelMacron', 'name': 'Emmanuel Macron', 'id': 1976143068, 'id_str': '1976143068', 'indices': [37, 52]}], 'urls': [{'url': 'https://t.co/VOd2UzZWR3', 'expanded_url': 'https://twitter.com/i/web/status/1519008650005725185', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
813,"@LoudFire3 @1968Framboisine @lepenjm @Reconquete_off @RNational_off @MLP_officiel Oui.
Quand Bien même le RN aurait… https://t.co/PCZgMVOqCc",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LoudFire3', 'name': 'Loud Fire - 🇨🇵 Z0ZZ 🇨🇵', 'id': 1470058847175942155, 'id_str': '1470058847175942155', 'indices': [0, 10]}, {'screen_name': '1968Framboisine', 'name': 'FRAMBOISINE 1968', 'id': 1184888710246125570, 'id_str': '1184888710246125570', 'indices': [11, 27]}, {'screen_name': 'lepenjm', 'name': 'Jean-Marie Le Pen', 'id': 1206108030, 'id_str': '1206108030', 'indices': [28, 36]}, {'screen_name': 'Reconquete_off', 'name': 'RECONQUÊTE !', 'id': 1466151854425923585, 'id_str': '1466151854425923585', 'indices': [37, 52]}, {'screen_name': 'RNational_off', 'name': 'Rassemblement National', 'id': 78085410, 'id_str': '78085410', 'indices': [53, 67]}, {'screen_name': 'MLP_officiel', 'name': 'Marine Le Pen', 'id': 217749896, 'id_str': '217749896', 'indices': [68, 81]}], 'urls': [{'url': 'https://t.co/PCZgMVOqCc', 'expanded_url': 'https://twitter.com/i/web/status/1519008649800265729', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
814,"@DonkerRude @fourmi_digitale @Franbecc1 @LCI @BFMTV @franceinfo @CNEWS Oui nous aussi...

Et vu que je travaille av… https://t.co/1EMgeV6XHB",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DonkerRude', 'name': 'LaëckoChon', 'id': 893831567042281472, 'id_str': '893831567042281472', 'indices': [0, 11]}, {'screen_name': 'fourmi_digitale', 'name': 'ΦBienveillance 🐢 AntiPaSS✊🌍❤️', 'id': 1440083527094005760, 'id_str': '1440083527094005760', 'indices': [12, 28]}, {'screen_name': 'Franbecc1', 'name': 'Julie', 'id': 983692091351068672, 'id_str': '983692091351068672', 'indices': [29, 39]}, {'screen_name': 'LCI', 'name': 'LCI', 'id': 26110930, 'id_str': '26110930', 'indices': [40, 44]}, {'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [45, 51]}, {'screen_name': 'franceinfo', 'name': 'franceinfo', 'id': 38395124, 'id_str': '38395124', 'indices': [52, 63]}, {'screen_name': 'CNEWS', 'name': 'CNEWS', 'id': 18396319, 'id_str': '18396319', 'indices': [64, 70]}], 'urls': [{'url': 'https://t.co/1EMgeV6XHB', 'expanded_url': 'https://twitter.com/i/web/status/1519008648235732992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
815,"@E30176695 @OvitchOvitch @michaelscotchof @breton_y29 macron choisi qu’il veut parmi la majorité a l’assemblée, pas… https://t.co/6J0Q3yxy56",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'E30176695', 'name': 'E', 'id': 1144717805742370816, 'id_str': '1144717805742370816', 'indices': [0, 10]}, {'screen_name': 'OvitchOvitch', 'name': 'Ovitch', 'id': 1427950879743881220, 'id_str': '1427950879743881220', 'indices': [11, 24]}, {'screen_name': 'michaelscotchof', 'name': 'Майкл Скотт Ⓩ', 'id': 810887841903497216, 'id_str': '810887841903497216', 'indices': [25, 41]}, {'screen_name': 'breton_y29', 'name': 'yoyo_02 🇨🇵🤝🏻🇺🇦', 'id': 1188920614809198592, 'id_str': '1188920614809198592', 'indices': [42, 53]}], 'urls': [{'url': 'https://t.co/6J0Q3yxy56', 'expanded_url': 'https://twitter.com/i/web/status/1519008644146335750', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
816,"@FrancSanka @GNoelin @Clem_Autain Macron le tyran c'est:
#AlstomGate #GiletsJaunes #RivotrilGate #PassDeLaHonte… https://t.co/Pfv43XIJWx",,"{'hashtags': [{'text': 'AlstomGate', 'indices': [57, 68]}, {'text': 'GiletsJaunes', 'indices': [69, 82]}, {'text': 'RivotrilGate', 'indices': [83, 96]}, {'text': 'PassDeLaHonte', 'indices': [97, 111]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FrancSanka', 'name': 'Franc Sanka', 'id': 1046637195703005185, 'id_str': '1046637195703005185', 'indices': [0, 11]}, {'screen_name': 'GNoelin', 'name': 'Noelin🐬Grondin', 'id': 568143418, 'id_str': '568143418', 'indices': [12, 20]}, {'screen_name': 'Clem_Autain', 'name': 'Clémentine Autain', 'id': 491343921, 'id_str': '491343921', 'indices': [21, 33]}], 'urls': [{'url': 'https://t.co/Pfv43XIJWx', 'expanded_url': 'https://twitter.com/i/web/status/1519008641118003200', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}"
817,Au moins Mélenchon à Matignon il prendra pas l'avion pour voter à la rigueur le train et en plus sans la climatisat… https://t.co/o73DvQOXCH,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o73DvQOXCH', 'expanded_url': 'https://twitter.com/i/web/status/1519008634721689600', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
818,@PhilDefer7 @AQuatennens Mélenchon est arrivé 3eme avec 21.95% des sufrages Belle performance  Mais la tres grande… https://t.co/Y86917doja,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PhilDefer7', 'name': 'Phil Defer 🇷🇺 🇷🇺 🇷🇺', 'id': 1065915198672957440, 'id_str': '1065915198672957440', 'indices': [0, 11]}, {'screen_name': 'AQuatennens', 'name': 'Adrien Quatennens', 'id': 3023497329, 'id_str': '3023497329', 'indices': [12, 24]}], 'urls': [{'url': 'https://t.co/Y86917doja', 'expanded_url': 'https://twitter.com/i/web/status/1519008630745489410', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
819,"Macron le tyran c'est:
#AlstomGate #GiletsJaunes #RivotrilGate #PassDeLaHonte  #MckinseyMacronGate #RotschildGate
M… https://t.co/2VyF24mCMh",,"{'hashtags': [{'text': 'AlstomGate', 'indices': [23, 34]}, {'text': 'GiletsJaunes', 'indices': [35, 48]}, {'text': 'RivotrilGate', 'indices': [49, 62]}, {'text': 'PassDeLaHonte', 'indices': [63, 77]}, {'text': 'MckinseyMacronGate', 'indices': [79, 98]}, {'text': 'RotschildGate', 'indices': [99, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2VyF24mCMh', 'expanded_url': 'https://twitter.com/i/web/status/1519008626270167041', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
820,"@catheri93011473 Pour une ""autrice"" franchement, vous volez bien bas. attention à l'atterrissage. Le monde que vous… https://t.co/AToxJt74Bq",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'catheri93011473', 'name': 'catherine clément🇪🇺🇺🇦💙💛🦋🐤', 'id': 1189431104, 'id_str': '1189431104', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/AToxJt74Bq', 'expanded_url': 'https://twitter.com/i/web/status/1519008620423303176', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
821,horrible mais malheureusement vrai et Macron n'a pas essayé de rapatrier ces Français comme il a abandonner nos mil… https://t.co/AYcPO6gyN4,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AYcPO6gyN4', 'expanded_url': 'https://twitter.com/i/web/status/1519008619328643072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
822,@LucienGeorgel1 @capitainefloum @reflexion_b @briceculturier En parlant de femmes.. à ce dire plus de que plus de 2… https://t.co/623yw3mTd3,France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LucienGeorgel1', 'name': 'Lucien Georgelin', 'id': 1513836734169104387, 'id_str': '1513836734169104387', 'indices': [0, 15]}, {'screen_name': 'capitainefloum', 'name': 'tohu bohu ❤️🇫🇷', 'id': 775364107390312448, 'id_str': '775364107390312448', 'indices': [16, 31]}, {'screen_name': 'reflexion_b', 'name': 'Reflexion B', 'id': 1342790457751969792, 'id_str': '1342790457751969792', 'indices': [32, 44]}, {'screen_name': 'briceculturier', 'name': 'Brice Couturier', 'id': 2829534846, 'id_str': '2829534846', 'indices': [45, 60]}], 'urls': [{'url': 'https://t.co/623yw3mTd3', 'expanded_url': 'https://twitter.com/i/web/status/1519008615499280387', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
823,@jim_patrie @gentilhomme_v @Mediavenir Il a toujours été à gauche... Contrairement à beaucoup de politiciens de dro… https://t.co/Xxh1qHE1hS,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jim_patrie', 'name': 'Black Smokey', 'id': 566765160, 'id_str': '566765160', 'indices': [0, 11]}, {'screen_name': 'gentilhomme_v', 'name': 'Victor 🇫🇷♱', 'id': 1296198292456517632, 'id_str': '1296198292456517632', 'indices': [12, 26]}, {'screen_name': 'Mediavenir', 'name': 'Mediavenir', 'id': 1214315619031478272, 'id_str': '1214315619031478272', 'indices': [27, 38]}], 'urls': [{'url': 'https://t.co/Xxh1qHE1hS', 'expanded_url': 'https://twitter.com/i/web/status/1519008611460161536', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
824,"Manuel Valls, pour pouvoir se taper ma soeur, s'est incrusté dans mes toilettes entre le PQ et la brosse à chiottes… https://t.co/nLgmqYkzXj",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nLgmqYkzXj', 'expanded_url': 'https://twitter.com/i/web/status/1519008610860384259', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
825,Les flics sont à bout de 5 ans de macron de manif de gilets jaune faut pas s’étonner qu’ils petent des boulons et c… https://t.co/6dfuZjXg4i,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6dfuZjXg4i', 'expanded_url': 'https://twitter.com/i/web/status/1519008607257473026', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
826,"@LCI Mr.Macron a dit qu'il est le Président de tous les Français c'est-à-dire comme il a été avec les antivax, les… https://t.co/okvBrRt7s2","Bruxelles, Belgique","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LCI', 'name': 'LCI', 'id': 26110930, 'id_str': '26110930', 'indices': [0, 4]}], 'urls': [{'url': 'https://t.co/okvBrRt7s2', 'expanded_url': 'https://twitter.com/i/web/status/1519008601255428105', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
827,@BilgerPhilippe @ChJacob77 @BFMTV Macron a asphyxié LR et PS. Donc les oppositions deviennent les extrêmes. C'était… https://t.co/MFO4yeOlAF,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BilgerPhilippe', 'name': 'Philippe Bilger', 'id': 438635797, 'id_str': '438635797', 'indices': [0, 15]}, {'screen_name': 'ChJacob77', 'name': 'Christian JACOB', 'id': 1143094713010073600, 'id_str': '1143094713010073600', 'indices': [16, 26]}, {'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [27, 33]}], 'urls': [{'url': 'https://t.co/MFO4yeOlAF', 'expanded_url': 'https://twitter.com/i/web/status/1519008600424857601', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
828,Question innocente : quelle décision du gouvernement Macron vous a directement fait perdre de l'argent?,"Rhône-Alpes, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
829,"« Le camp national représente 15 millions de Français, Macron n’a pas dit un mot sur les 1 800 agressions par jour,… https://t.co/oPPJEHRW1x","Paris, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oPPJEHRW1x', 'expanded_url': 'https://twitter.com/i/web/status/1519008580762058756', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
830,"@MartinBourrin Chez les socdem, c'est hyper présent quand même (au départ, le PS était à fond là-dedans mais un peu… https://t.co/R7OUjalXWW","Strasbourg, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MartinBourrin', 'name': 'Martin Bourrin', 'id': 871980390231273473, 'id_str': '871980390231273473', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/R7OUjalXWW', 'expanded_url': 'https://twitter.com/i/web/status/1519008580082536448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
831,"@hari_yass @benjaminhaddad Sauf que Zemmour a créé son propre parti, Bouahaf est désigné par LFI qui se dit anti-ra… https://t.co/rKrTxXQZjp","Paris, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hari_yass', 'name': 'Yass Hari', 'id': 1216646096052723713, 'id_str': '1216646096052723713', 'indices': [0, 10]}, {'screen_name': 'benjaminhaddad', 'name': 'Benjamin Haddad 🇫🇷 🇪🇺 🇺🇦', 'id': 116402625, 'id_str': '116402625', 'indices': [11, 26]}], 'urls': [{'url': 'https://t.co/rKrTxXQZjp', 'expanded_url': 'https://twitter.com/i/web/status/1519008579818332161', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
832,@Cornelius_Loter @peultier @libe macron et Lepen ont refusé. trop incisive il paraît Miss Lapix.,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Cornelius_Loter', 'name': 'Cornelius Loter', 'id': 1492785120759197700, 'id_str': '1492785120759197700', 'indices': [0, 16]}, {'screen_name': 'peultier', 'name': 'Frantz Durupt', 'id': 59421543, 'id_str': '59421543', 'indices': [17, 26]}, {'screen_name': 'libe', 'name': 'Libération', 'id': 68440549, 'id_str': '68440549', 'indices': [27, 32]}], 'urls': []}"
833,"LÉGISLATIVES : POURQUOI MACRON PEUT PERDRE, POURQUOI MÉLENCHON PEUT GAGNER https://t.co/RDHLTPU2oW via @YouTube",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [103, 111]}], 'urls': [{'url': 'https://t.co/RDHLTPU2oW', 'expanded_url': 'https://youtu.be/2VHh-7wYU9k', 'display_url': 'youtu.be/2VHh-7wYU9k', 'indices': [75, 98]}]}"
834,@AQuatennens #LFI vous n'êtes que des HYPOCRITES qui votent #Macron et ensuite le critiquent ! Vous n'avez aucune c… https://t.co/mdpH7IrCvj,Champagne-Ardennes,"{'hashtags': [{'text': 'LFI', 'indices': [13, 17]}, {'text': 'Macron', 'indices': [60, 67]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AQuatennens', 'name': 'Adrien Quatennens', 'id': 3023497329, 'id_str': '3023497329', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/mdpH7IrCvj', 'expanded_url': 'https://twitter.com/i/web/status/1519008564530057221', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
835,@I_brejnev @alexiscorbiere @FranceInsoumise @JLMelenchon Il faudra aussi prévoir que tous les députés soient membre… https://t.co/4or1JNxdkc,"Rhône-Alpes, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'I_brejnev', 'name': 'Leonid Brejnev, настоящий большевик ☭✊☭', 'id': 1093988347532455942, 'id_str': '1093988347532455942', 'indices': [0, 10]}, {'screen_name': 'alexiscorbiere', 'name': 'Alexis Corbière', 'id': 266215308, 'id_str': '266215308', 'indices': [11, 26]}, {'screen_name': 'FranceInsoumise', 'name': 'La France insoumise', 'id': 4897361049, 'id_str': '4897361049', 'indices': [27, 43]}, {'screen_name': 'JLMelenchon', 'name': 'Jean-Luc Mélenchon', 'id': 80820758, 'id_str': '80820758', 'indices': [44, 56]}], 'urls': [{'url': 'https://t.co/4or1JNxdkc', 'expanded_url': 'https://twitter.com/i/web/status/1519008564421009409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
836,@LeBreto05734837 @karim_zzz8 @1RAUZY Oui maintenant il y a reconquête avec Zemmour .,Paris,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LeBreto05734837', 'name': 'Le Breton', 'id': 1504957862166081539, 'id_str': '1504957862166081539', 'indices': [0, 16]}, {'screen_name': 'karim_zzz8', 'name': 'Kareem ZZZ', 'id': 1513967300835217416, 'id_str': '1513967300835217416', 'indices': [17, 28]}, {'screen_name': '1RAUZY', 'name': 'RAUZY matricule 8286', 'id': 563962034, 'id_str': '563962034', 'indices': [29, 36]}], 'urls': []}"
837,Législatives 2022 : le Rassemblement national veut « dégonfler la tête » de Zemmour – via @lemondefr  https://t.co/S4hbsovfsz,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lemondefr', 'name': 'Le Monde', 'id': 24744541, 'id_str': '24744541', 'indices': [90, 100]}], 'urls': [{'url': 'https://t.co/S4hbsovfsz', 'expanded_url': 'https://www.lemonde.fr/politique/article/2022/04/26/l-extreme-droite-peine-a-s-unir-pour-les-legislatives_6123666_823448.html#xtor=AL-32280270-%5Btwitter%5D-%5Bios%5D', 'display_url': 'lemonde.fr/politique/arti…', 'indices': [102, 125]}]}"
838,@BFMTV J'espère que Monsieur Macron n'oubliera pas de féliciter les journalistes pour leur engagement inlassable à le faire réélire.,France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [0, 6]}], 'urls': []}"
839,"Si les communistes, les socialistes et les verts qui vont suivre Mélenchon n'ont pas compris que Mélenchon veut fai… https://t.co/ifp5eLuVS0",Champignac,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ifp5eLuVS0', 'expanded_url': 'https://twitter.com/i/web/status/1519008556053372928', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
840,@Harald937 @sveyssiere1 @ZemmourEric Tout sauf Macron l’imposteur restera notre feuille de route jusqu’à son départ,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Harald937', 'name': 'Harald💤 🌿🇲🇫', 'id': 1468565479178784773, 'id_str': '1468565479178784773', 'indices': [0, 10]}, {'screen_name': 'sveyssiere1', 'name': 'Stephanie Veyssiere 🌿Coordinatrice Reconquete!94', 'id': 717947702705782784, 'id_str': '717947702705782784', 'indices': [11, 23]}, {'screen_name': 'ZemmourEric', 'name': 'Eric Zemmour', 'id': 1183418538285027329, 'id_str': '1183418538285027329', 'indices': [24, 36]}], 'urls': []}"
841,On m’avait reproché le terme danse du ventre à propos des électeurs mais voilà dans quoi vous vous embarquez : dans… https://t.co/2nzLhcLeBX,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2nzLhcLeBX', 'expanded_url': 'https://twitter.com/i/web/status/1519008547878670336', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
842,"[#SudRadio] @andrebercoff
 
🗣️Laurent Toubiana : ""Un rapport du Sénat de 2010 listait les méthodes à appliquer dura… https://t.co/rdPuzY4xK5",,"{'hashtags': [{'text': 'SudRadio', 'indices': [1, 10]}], 'symbols': [], 'user_mentions': [{'screen_name': 'andrebercoff', 'name': 'André Bercoff', 'id': 105165371, 'id_str': '105165371', 'indices': [12, 25]}], 'urls': [{'url': 'https://t.co/rdPuzY4xK5', 'expanded_url': 'https://twitter.com/i/web/status/1519008543508152322', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
843,"@TakenSJ On espère de tout coeur un vrai ralliement de la gauche ici, bien content que Lepen soit pas passé mais ma… https://t.co/nc0YnikDg4","Detroit, MI [8 Mile]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TakenSJ', 'name': 'Taken 🇫🇷', 'id': 2636517524, 'id_str': '2636517524', 'indices': [0, 8]}], 'urls': [{'url': 'https://t.co/nc0YnikDg4', 'expanded_url': 'https://twitter.com/i/web/status/1519008540739862528', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
844,Voilà le voleur de scrutin des élections présidentielle Macron explique nous 😡😡😡😡 https://t.co/ZfGYvbpiUk,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1519008498570432513, 'id_str': '1519008498570432513', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1519008498570432513/pu/img/85JUcj_p7fmY60kM.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1519008498570432513/pu/img/85JUcj_p7fmY60kM.jpg', 'url': 'https://t.co/ZfGYvbpiUk', 'display_url': 'pic.twitter.com/ZfGYvbpiUk', 'expanded_url': 'https://twitter.com/PolleuxCedric1/status/1519008538345054213/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}"
845,@_bibi_a Je suis retraitée et ai vote contre Macron,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_bibi_a', 'name': 'Bibi', 'id': 619421853, 'id_str': '619421853', 'indices': [0, 8]}], 'urls': []}"
